Review,Classification,Accuracy,Precision,Recall,F1-Score
  Had this keyboard for    days now  and I have to say that I am fairly satisfied  The build quality is pretty sturdy  and the keyboard is pretty satisfying to type and game on  Some things I have noticed   The keys are not quite as soft as your usual membrane laptop keyboard  but not as clicky as a mechanical keyboard either   The wrist rest  while hard  is quite comfortable to use  and I have not had any pain or stiffness in my hand after long hours of use   The lighting is not very bright  and does not have any brightness controls  The only control on the board itself is to turn the lights on or off  and any further customization needs to be done via Logitech s G Hub  Another note is that the colors are not near as vivid as on my G    mouse  but that is quite acceptable given the pricing range   The build is pretty sturdy  with minimal deck flex  The braided cable is also a rather nice touch   My only gripe is that the lock key lights are about twice as bright as the keyboard s own backlighting  which does not make much sense Other than that  there is not much else to say  it is a pretty good board at this price point  and at least presently  I would recommend it  I will update this review in case I notice any issues down the line ,Genuine,0.7259108097253892,0.8309938183721426,0.7463813462271052,0.8358245415867311
  This is a great keyboard  The keys have the height and travel of the mechanical keyboard  but are super smooth on impact  It kind of gives you best of both sides   mechanical and membrane It has very good RGB lighting under the keys  No light bleed like other cheaper RGB keyboards  Also  the keys are perfectly legible  in white  even when the RGB is turned off I only wish this was a bit cheaper  May be around the      mark  All in all  a great buy ,Genuine,0.8212043422524989,0.7025141649060691,0.7681261375397523,0.7555282289609029
  Works well with my Mac book pro      You need to change the keyboard configarations and get used to the windows key vs command key The keys are soft and there is almost no noise no matter how you hit hard I am not much into the RGB lighting so customisation of the rgb dosent matter to me  I am using this for programming so no issues with that so far ,Fake,0.809726825450142,0.7177300033783119,0.7247642697947934,0.7268152968707171
  I was in doubt whether to go for a mechanical keyboard or this one  Happy that I made correct decision  RGB colors are pleasant and the Logitech G hub software is very useful  Someone in their review that mentioned that the keys are stiff which made me think a lot before buying  It might be a problem with that particular keyboard  Typing is very comfortable and requires very little force to actuate ,Fake,0.7531999723888201,0.7208696071260998,0.7595444241228791,0.8310241265357022
  Awesome product  While buying you should know that it is not mechanical  Keys are very light to touch  Wire is decently long  I do not like the part where you can see the led under the keyboard  It takes away the feel  The hand rest is good but not great and can be a bit uncomfortable at times  Sadly you cannot detach it  Though it depends on person to person  Keys are so light to touch that it is a breeze while typing but can be a bit annoying in games if not used to  I got this product at     k in lighting deal so good deal for me ,Genuine,0.8311975084923207,0.7662567012370065,0.7840634518518361,0.7965340159080525
  Best keyboard ever it is not a mechanical keyboard but it sure feels like one it is worth the price it is built quality is also awesome and it have a lot of colours and patterns you can choose from it even have      macro keys so you can customise them to what you need the skip track and increase decrease volume button are key and this keyboard has them,Fake,0.7830924597797441,0.8284644882378961,0.8230430293005516,0.8369496454546228
  it is a great Membrane keyboard which efficiently mimics the sound effect of a Mechanical keyboard  Media controls  backlit buttons  and customization are great options to have  you will benefit from the Logitech G Hub software if you have a Logitech mouse also  which eliminated the need of having another software in your PC Laptop Palm rest is good but it will take a lot of space on your table  Logitech reliability factors are a huge bonus  so it is unfair to compare this product with other so called cheap Mechanical keyboards  ,Genuine,0.7195653127411464,0.7410415236439507,0.750203005167779,0.7718023386500781
  The keyboard is a subtle product that reminds you now and then that it has an amazing response time rather wasting around  k inr on wannabe mechanical keyboard go with this keyboard and I assure you that it will not be a let down at all keys are spaced amazingly and happens to have media control buttons as well for quick toggle for mute and unmute and remember that it is a membrane keyboard so do not get ready with your pitchforks out ,Genuine,0.7557625909406348,0.8174030790411753,0.7837756522232757,0.8056147625144902
  Please see the below pros and cons Pros    Good build quality   Color customizarion is present   Keys can be reprogramme   Key shape and alignments and placement of Multimedia are efficientCons    Haptic feedback is there but not like mechanical keyboards though after some days it will be fun to use ,Genuine,0.7525056668773904,0.7535095153961309,0.8418637284823185,0.7372492766890955
  Pros    Spill and dust proof    Key press is beautiful and responsive just like mechanical keyboard except noisy sound    Logitech software allow you to map the any key to perform any task    Very good touch for keyboard for the price   Durable cableCons    I would like to map keys for specific software on foreground not just games  I did not find option for it    Light are little dim    Big keyboard    Poor packaging   Amazon Prime this is one you Overall  Value for money keyboard for under  k Suggestion A compact keyboard without numeric keys would be awesome ,Genuine,0.7941302528365055,0.8224291831611307,0.7117706675613071,0.7140843867268922
  The keyboard is awesome  But i am deducting   star because you can not fix a specified color on keyboard without the logitech software  Your laptop or pc should have the logitech software installed to get that specific color otherwise it always reboots into default mode   The software must give us the option to change the default light mode in next update maybe  And also its a little bit expensive   ,Genuine,0.7697876927541792,0.7080841638080239,0.8337802485266222,0.8210433735260333
  The keyboard itself is fine when used as a normal keyboard but there is no need to pay a premium price for this when we can not control keyboard key brightness Logitech G Hub software is an utter disappointment in its own  It has half baked features and it is unable to consistently sync lights between G    and G     both start with same color and after sometime both will be displaying different colors It is even more frustrating that there is almost no information on internet regarding above mentioned points ,Genuine,0.7010622507240611,0.8058439361870222,0.7637031470028596,0.7540562191752914
  Your browser does not support HTML  video   this keyboard  at first seemed expensive but once i started using  everything changed  its really good  the RGB lights are nice and bright  i really love how the texture feels  I am sure its going to go away after usage but for now  really enjoying the touch and feel of the entire keyboard ,Genuine,0.7731990543178772,0.8177693769472203,0.8438438153981354,0.7014682644443591
  Great keyboard for gaming  works well with CS GO  fortnite and pretty much every single game  The      million colors give you tons of options to customize   zones of the keyboard   never spilt water over it however I would not recommend doing that even if it is spill proof   it feels like a mechanical keyboard honestly  totally worth the buck to get on sale for      if higher please go for something else as some good mechanical keyboards are available for            the mecha dome switches by Logitech give you a good typing experience as well  however you can not change or customize the keycaps and remember it has in built media keys which work on everything Spotify  Netflix and even youtube you can sit back and enjoy   it is well illuminated in the dark and in the day it is just visible  only the alphabets have RGB  it does not have a backlight   you get   years warranty on it so that is another plus factor  inclination of   to raise the height it is almost     kgs even though it is made of plastic  it has an anti slip grip and it has minimal deck flex if ur a key smasher overall it is best for all purposes only downside is the wrist rest as it is not detachable however the wrist rest is pretty clean on it  it does take alot of desk space so check the product dimensions before buying it,Genuine,0.7474896999629427,0.8496257260644616,0.7295339061302347,0.7547319513423582
  I bought this gaming keyboard at       INR you can definitely at a lower price during the sale  I order this product on  th Feb at        INR and it is was going to deliver on   th Feb after two days the price dropped to       INR and I got the product on the   th Feb only  Anyway  this keyboard is amazing it is not mechanical it is a membrane keyboard Now you will ask what is the difference between mechanical and membrane keyboards Mechanical keyboards provide much more direct feedback to the user  While a membrane key cap presses down on a thin membrane layer  to a conductive circuit underneath  a mechanical keyboard has spring loaded switches instead But I like it if the product is good then I do not care if it is mechanical or membrane  It is really good for gaming and daily use  But I do not know why anyone will buy this for daily use ,Genuine,0.8335210638847972,0.7358866140557043,0.8124908807687924,0.749879702810732
  Amazing Product from Logitech at       First of all the RGB is really sick with   light effects and also you can adjust the lighting speed  Secondly the Palm Rest which makes this keyboard looks a manly thing  Then the keystrokes are so smooth and the key stroke sounds soothes your ears  I play games on this keyboard e g  Warzone  Apex and some other story games also I use for work  Love this product  Also it has game mode and in keyboard music control keys  Just buy it you will definitely love it ,Genuine,0.832354895486244,0.7985549052102409,0.7385770759352845,0.8230885973268248
  I did not go for the mechanical carbon rgb because you can hardly feel any better using that plus it doest have wrist rest media keys and the sick rgb on off switch so this is ideal and more value for money and trust me if you think that will last longer you are right but some more advanced and awesome new trend keyboards will come out and you will upgrade for sure   ,Fake,0.7056323393164508,0.8091975718194914,0.7462405462265557,0.8126065730981327
  Your browser does not support HTML  video   Reading all the review down below will confuse you definitely      But one thing i can assure this is the best product if you need passthrough light in a keyboard       Customisation you can do is a ton    you have many features      After    days of hard usage i can not even find a small mistake  or glitch aor any allingment issues     In this budget it is damn worth it       You can go for it BLINDly    Detailing in the cable is next level     And very strong braided cable  its like a wollen rope that strong when compared to normal braided cable      I suggest it to people coz i already used reddragon corona lots of bugs   ant e sports rgb keyboard with lots of lightning issues   zebronics transformer dosent have pass through light    But half the price        So i suggest this g    is the best,Genuine,0.8338745327766255,0.7429510966114291,0.7518641216023081,0.8264035532540146
  after  yr  of use left shift key has become very stiff  it is has become very hard to press  tried cleaning it with no success ,Genuine,0.7999699910563347,0.7730456805597985,0.7436228574302483,0.8400859124423722
  If you cannot afford a mechanical keyboard this is a good alternative for your gaming setup Except for RGB and Logitech brand name  I did not see a huge difference compared to normal keyboard with big buttons  not sure what its called   non chicket   It does give a premium look to your gaming setup  I trust Logitech  I think it will last for many years ,Genuine,0.765345823660777,0.7603811501625646,0.8119159667973697,0.7428440602765478
  The keyboard is good but after more than two months using it I am experiencing the  A  alphabet key glitching out  The key often does not register the keystroke and sometimes registers two impressions with just one keystroke  I have used all sorts of logitech devices  mouse  headphones  etc  none of them have given any issues as of yet but this one is surely glitching out in just two months of using this product ,Fake,0.7236877276453022,0.8348149039717274,0.7561636921286395,0.7097382333736534
  This keyboard is excellent in every sense but it will not function until operating system loads Logitech proprietary software which is a bit buggy and heavy needs to run in background for this keyboard to work I do know whether the Linux support exists or not so Linux users please check before buy ,Fake,0.8135996450686767,0.8374253574273625,0.7322921036804569,0.8392978950377644
  It is a great keyboard  People want the  Mechanical feel  but this is just a membrane keyboard and it does more than what is required of it  It is a great keyboard for  k and has everything you require of a gaming keyboard  But the lights are a bit dim in daylight and the font is weird but the keyboard is a solid build and works great with its logitech software ,Fake,0.843525610694938,0.8245015457650775,0.7877738381338676,0.7705850402631013
  Considering this keyboard is a membrane keyboard  it still feels great to type on  and I enjoy typing on this keyboard  This is not even close to an actual mechanical keyboard  but if you are somebody who can deal with a membrane keyboard  I would say go for it The lights are great  They are not too bright and obnoxious  rather pleasant  The keyboard has   zone lighting which can be controlled through the G Hub software and has a fair amount of lighting options The extra keys help a ton  after using them  I do not think I will be able to go back to a keyboard without atleast a volume button of some sort Build quality is solid and I am not worried about breaking this thing  the keys are also durable  so far no problems Now the flaw  This keyboard has fixed plastic armrest which cannot be removed whatsoever  It is a single piece  It is not a problem for me personally considering my circumstances  but please take this into consideration before buying the keyboard  The armrest itself takes up around        of the width of the keyboard  around  cm  ,Genuine,0.7426739602562431,0.8218456051999594,0.7514942994493763,0.7149816664518763
  The sturdy build quality  the amazing RGB lighting  the integration with the Logitech G software  the multimedia controls  the tactile response  the smooth typing experience  the general comfort of the palm rest and the aesthetic of it all is just perfect  This is a beautiful keyboard for people who like playing FPS RPG games on a semi pro level  and is very useful for people in the creative field  as you can customize macros and keys to function the way you want them to ,Genuine,0.840061683920025,0.7238750834543833,0.7179960080785747,0.7752794959858396
  And Yesssss  this is what  i was looking for  Perfect Keyboard  Worth every penny  Best part is you can control the keyboard light by using logitech software  You can easily download it from the official website of logitech Coming to the built quality I would say  Awesome  Believe me  when you touch the keyboard for the first time  You will easily get it  how is the built quality USB cable and wire  you will never find this kind of strong and good quality USB cable in other keyboard Well  this keyboard is not exactly mechanical keyboard  But feels like same Believe me this keyboard is ,Genuine,0.8260523794803228,0.8372177914484437,0.7936084659925754,0.766048387895151
  Damaged shipping box and wrong product    totally unsatisfied to see that cheating with me    incredible    ,Fake,0.8152252285441687,0.8455826145967412,0.7009915389424606,0.8140415993321574
  it is my first gaming keyboard and i have to tell you that this thing is heavy for a keyboard  and it has a large chin which is good for resting your arm  it is awesome and currently i am typing this review using this keyboard  it has an option to turn off the backlight and also to turn off the gaming mode   which is great because if i feel like coding then i will switch off the gaming mode   and if my mood changes i can just press a button to go to game mode  and another button to turn on the backlight and continue to game  built quality is excellent   just go for it ,Genuine,0.7437212078040409,0.7128128111685113,0.7231126822874229,0.8263909867919413
  i say it is great in terms of look but in terms of performance somewhere it lacks the precision and feedback this is a membrane keyboard so you can expect key sticking sometimes when not pressed in center and all that but overall great product  good for enthusiast gamers  not for pros ,Fake,0.8069573764107663,0.7177060410924107,0.818103957608354,0.804354636808305
   The keys feel so nice The response time is actually noticibly faster The LEDs could have been brighter  there should be more options for lighting settings on the Logitech Gaming Software  and the WASD keys should have separate lighting The palm rest is great,Fake,0.7730603678627869,0.7022742568900628,0.7330026206637705,0.8039145527457892
  Your browser does not support HTML  video   Competing against mechanical keyboards  value for money  RGB can be customized via itself Logitech RGB Controller Software  Full Size Keyboard Blue Button  Good Gaming Experience  Go for it ,Genuine,0.7488432902420218,0.7849283039487968,0.7639687183637688,0.8192551646061987
  People who all want this keyboard for gaming can buy this  I had played many gaming like Fortnite and  v  LOL And this keyboard is perfect for these games  And you have to search for the software in internet fir changing the  RGB  They did not include the software link in Amazon Pros Comfortable KeysHard and sturdyIt is a water and dust resistence keyboard Media keys are included which is not include in many keyboardsCons The space bar is little bit inclined No deatachable arm rest ,Genuine,0.82728169039829,0.7256460794622864,0.7766752735576239,0.7707982506528088
  Your browser does not support HTML  video   Ammazing performance also i do like silent keyboards because mechanical one s make sound which the mic detects and it is herd in gamesWhere as this keyboard gives almost mechanical response fast and accurate with less noiceIn games like csgo it helps in gathering important intel and the keys are also durable and lifted wich i love the most overall amazing keyboard and due to its software it helps me to customise my color scheme,Genuine,0.7963365031637362,0.8285701814733424,0.7458649971194737,0.7711700543055118
  Not being actually Mechanical but feels very close to mechanical with impressive feedback  actually better than cheap mechanical  Its a LOGITECH product  so durability is top notch with   years of warranty  unlike   year on others brands providing mechanical keys at this price  Built quality is feels cheap  but not the keys  Keys are buttery smooth with  mm of high travel  Typing experience is great  If you are searching for a overall good keyboard to last longer  its a great choice  But if you want a keyboard just for gaming  better to go for mechanical key at this price range ,Genuine,0.7660787472991487,0.7226500876511396,0.8384548104561971,0.7375016704213594
  Well  the exterior build quality is good but the keyboard is basically unusable for me since some keys are unresponsive   delayed input  missed completely and sometimes multiple registers for single click  Very disappointed and since it is only   day return policy by amazon I need to contact Logitech and see if I can get a replacement  I should have fought this issue earlier but initially I thought I am not typing right since it is my first time using mechanical like keyboard Expect a better quality control considering high price ,Genuine,0.7414265324081878,0.7831861195727992,0.7691478319859686,0.7429838904652609
  One of the better keyboards with RGB  The control software is a bit iffy but when it works  it works like a charm  Can create app specific profiles  The colour customisation is on a group Leven and not on per key basis,Fake,0.7262810954848764,0.8095365052052638,0.7027746967491374,0.8202985622300072
  I have used it for   years and sold it on olx outta sheer frustration  price is the issue here       rupees here  sometimes even       for that money you can get a compact    keyless design with better rgb illumination and better build quality not to mention far better aesthetics  it is like Logitech is charging for the brand name which is not really a huge brand in the first place ,Fake,0.7063251264417336,0.7567232015922074,0.7563130503278481,0.8083844921744895
  This keyboard is good for typing as well as gaming    It gives mechanical keyboard experience whereas the keyboard is membrane type though its very user friendly and helps in gaming as well  The sturdiness of the keyboard is very good as its built quality     And the cord is also durable and of premium quality ,Fake,0.7387644533000595,0.7229808288480815,0.7881567827547249,0.808795623123159
  This keyboard looks amazing but after using the keyboard for  two days  keys became little tough and the next day keys are very hard to press  and also rgb keyboard brightness keeps on decreasing  The letters on keys went on fading  This is very disaapointing,Fake,0.7841980004450725,0.7237793833367238,0.746335745508636,0.7839369671778738
  Absolutely love it  Setting up the lights with the software is amazing as it gives you so many options to choose from  Taps are really responsive and just the right amount of soft  The gaming mode button is of immense help for gaming purposes  of course ,Fake,0.7797561470589162,0.8137265200372064,0.7395722210584801,0.8141213839813407
  Writing the review after     years of Usage  Keyboard stops working  i have to change port   unplug and plug again  Light is on but keys stop responding  Tried many solutions but no  its very irritating  i have to keep changing ports until it starts working  Never expected this from Logitech,Fake,0.7739809721137444,0.7055079043682179,0.7471735836979614,0.834280456824807
  Your browser does not support HTML  video   This keyboard is a great keyboard      It is a semi mechanical keyboard    I liked it very muchBut there was a Problem at start      it used to make beep sound through my speaker     But then I figure it out   If you are suffering from the same problem just plug the USB cable into another USB portThe RGB lights should be more intensive    it is sort of dim   but not bad,Genuine,0.7784566626090673,0.7046367246971851,0.8001461406612088,0.8085703314866913
  Your browser does not support HTML  video   Awesome product  was packed well and arrived without any issues  Key placement and feedback is perfect  The lights do not distract and has the right amount of brightness by default ,Fake,0.7605048162534371,0.7358742166024895,0.7961991164124644,0.7077318845956923
  Beast in budget  Buttons r well lit in dark  More control via logitech gaming hub app  Its very sturdy  Can set light options and also sync to other Logitech products,Genuine,0.7487808242552549,0.7890366466215302,0.7238685021406361,0.7675582617096601
  Awesome keyboard which is perfect for gaming Keys feels like mechanical keys and are very responsive RGB software is good for customization First recieved a defective product in which few keys were not working  Amazon gave the replacement in   days New replacement working flawlessly Good job amazon ,Fake,0.7347672660513493,0.8262453672070406,0.7831206895392282,0.750141673700222
  I bought this with  logitech G    mouse   Chroma lighting in this price   quality of logitech is good  custom lighting feature give perfect match for any gaming setup and colour skim  Keys are properly placed customisation software is pretty easy to understand and easily match lighting with other chroma lighting products of Logitech ,Fake,0.832377653146943,0.8317375111972303,0.8095899223849848,0.7991703689730244
  Love this keyboard so much  Its so bright and pretty I just wish you got more options on logitech gaming software like pick rhe lights for individual keys etc  But i guess paying  k for a keyboard is still not enough to get simole features like that  It does not matter too much tho since the keyboard is really pretty ,Fake,0.7633760903249184,0.7173882075477399,0.7433658542574552,0.8488960790783577
  Decent quality for the price  however you ll not get the satisfaction of the mechanical or cherry mx or brown keys  a bit heavy which is gud  build quality is gud all plastic  one thing irritates  it attracts skin oil on the keys so keep a rubbing alcohol or cleaner close by  also blacklighting is bright enough n you can customize thru pc ,Fake,0.7404744440574395,0.8451497597743192,0.8321887899264682,0.8086474930652925
